﻿"ID","Severity","Class","Last Update","Initial Update","Count","Description",
"5550","Caution","POST Message","07/30/2026 15:36","07/30/2026 15:36","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5549","Caution","POST Message","07/30/2026 15:36","07/30/2026 15:36","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5548","Critical","POST Message","07/30/2026 15:35","07/30/2026 15:35","1","POST Error: 207-Memory initialization error on Processor 1 Socket 3. The operating system may not have access to all of the memory installed in the system.",
"5547","Critical","POST Message","07/30/2026 15:34","07/30/2026 15:34","1","POST Error: 207-Memory initialization error on Processor 1 Socket 2. The operating system may not have access to all of the memory installed in the system.",
"5546","Critical","Main Memory","07/30/2026 15:34","07/30/2026 15:34","1","Uncorrectable Memory Error ((Processor 1, Memory Module 3))",
"5545","Caution","Main Memory","07/30/2026 15:20","07/30/2026 15:20","1","Corrected Memory Error threshold exceeded ((Processor 1, Memory Module 3))",
"5544","Caution","POST Message","07/28/2026 01:32","07/28/2026 01:32","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5543","Caution","POST Message","07/28/2026 01:32","07/28/2026 01:32","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5542","Critical","POST Message","07/28/2026 01:31","07/28/2026 01:31","1","POST Error: 207-Memory initialization error on Processor 1 Socket 2. The operating system may not have access to all of the memory installed in the system.",
"5541","Caution","POST Message","07/27/2026 19:41","07/27/2026 19:41","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5540","Caution","POST Message","07/27/2026 19:41","07/27/2026 19:41","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5539","Critical","POST Message","07/27/2026 19:39","07/27/2026 19:39","3","POST Error: 207-Memory initialization error on Processor 1 Socket 2. The operating system may not have access to all of the memory installed in the system.",
"5538","Critical","Main Memory","07/27/2026 19:39","07/27/2026 19:39","1","Uncorrectable Memory Error ((Processor 1, Memory Module 3))",
"5537","Caution","POST Message","07/06/2026 03:32","07/06/2026 03:32","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5536","Caution","POST Message","07/06/2026 03:32","07/06/2026 03:32","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5535","Caution","POST Message","06/21/2026 10:06","06/21/2026 10:06","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5534","Caution","POST Message","06/21/2026 10:06","06/21/2026 10:06","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5533","Caution","POST Message","05/14/2026 10:02","05/14/2026 10:02","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5532","Caution","POST Message","05/14/2026 10:02","05/14/2026 10:02","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5531","Caution","POST Message","05/11/2026 16:21","05/11/2026 16:21","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5530","Caution","POST Message","05/11/2026 16:21","05/11/2026 16:21","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5529","Caution","POST Message","05/10/2026 09:12","05/10/2026 09:12","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5528","Caution","POST Message","05/10/2026 09:12","05/10/2026 09:12","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5527","Caution","POST Message","04/23/2026 18:29","04/23/2026 18:12","2","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5526","Caution","POST Message","04/23/2026 18:29","04/23/2026 18:12","2","POST Error: 1785-Slot X Drive Array Not Configured",
"5525","Caution","POST Message","04/16/2026 18:20","04/16/2026 18:20","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5524","Caution","POST Message","04/16/2026 18:20","04/16/2026 18:20","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5523","Caution","POST Message","03/25/2026 15:33","03/25/2026 15:33","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5522","Caution","POST Message","03/25/2026 15:33","03/25/2026 15:33","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5521","Caution","POST Message","03/12/2026 12:34","03/12/2026 12:34","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5520","Caution","POST Message","03/12/2026 12:34","03/12/2026 12:34","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5519","Critical","PCI Bus","03/12/2026 12:30","03/12/2026 12:30","1","Uncorrectable PCI Express Error (Embedded device, Bus 0, Device 0, Function 0, Error status 0x00100000)",
"5518","Critical","System Error","03/12/2026 12:30","03/12/2026 12:30","1","Unrecoverable System Error (NMI) has occurred.  System Firmware will log additional details in a separate IML entry if possible",
"5517","Caution","POST Message","03/09/2026 08:03","03/09/2026 08:03","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5516","Caution","POST Message","03/09/2026 08:03","03/09/2026 08:03","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5515","Caution","POST Message","03/07/2026 11:37","03/07/2026 11:37","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5514","Caution","POST Message","03/07/2026 11:37","03/07/2026 11:37","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5513","Critical","PCI Bus","03/06/2026 21:05","03/06/2026 21:05","1","Uncorrectable PCI Express Error (Embedded device, Bus 0, Device 0, Function 0, Error status 0x00100000)",
"5512","Critical","System Error","03/06/2026 21:05","03/06/2026 21:05","1","Unrecoverable System Error (NMI) has occurred.  System Firmware will log additional details in a separate IML entry if possible",
"5511","Caution","POST Message","03/04/2026 07:29","03/04/2026 07:29","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5510","Caution","POST Message","03/04/2026 07:29","03/04/2026 07:29","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5509","Caution","POST Message","02/08/2026 08:33","02/08/2026 08:04","2","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5508","Caution","POST Message","02/08/2026 08:33","02/08/2026 08:04","2","POST Error: 1785-Slot X Drive Array Not Configured",
"5507","Caution","POST Message","02/08/2026 07:37","02/08/2026 07:37","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5506","Caution","POST Message","02/08/2026 07:37","02/08/2026 07:37","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5505","Caution","POST Message","02/01/2026 07:54","02/01/2026 07:54","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5504","Caution","POST Message","02/01/2026 07:54","02/01/2026 07:54","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5503","Critical","PCI Bus","02/01/2026 07:49","02/01/2026 07:49","1","Uncorrectable PCI Express Error (Embedded device, Bus 0, Device 0, Function 0, Error status 0x00100000)",
"5502","Critical","System Error","02/01/2026 07:49","02/01/2026 07:49","1","Unrecoverable System Error (NMI) has occurred.  System Firmware will log additional details in a separate IML entry if possible",
"5501","Caution","POST Message","01/25/2026 07:52","01/25/2026 07:52","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5500","Caution","POST Message","01/25/2026 07:52","01/25/2026 07:52","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5499","Critical","PCI Bus","01/25/2026 07:49","01/25/2026 07:49","1","Uncorrectable PCI Express Error (Embedded device, Bus 0, Device 0, Function 0, Error status 0x00100000)",
"5498","Critical","System Error","01/25/2026 07:49","01/25/2026 07:49","1","Unrecoverable System Error (NMI) has occurred.  System Firmware will log additional details in a separate IML entry if possible",
"5497","Caution","POST Message","01/18/2026 07:01","01/18/2026 07:01","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5496","Caution","POST Message","01/18/2026 07:01","01/18/2026 07:01","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5495","Caution","POST Message","10/19/2025 18:16","10/19/2025 18:16","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5494","Caution","POST Message","10/19/2025 18:16","10/19/2025 18:16","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5493","Caution","POST Message","09/20/2025 12:43","09/20/2025 12:28","2","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5492","Caution","POST Message","09/20/2025 12:43","09/20/2025 12:28","2","POST Error: 1785-Slot X Drive Array Not Configured",
"5491","Caution","POST Message","09/20/2025 10:46","09/20/2025 10:24","2","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5490","Caution","POST Message","09/20/2025 10:46","09/20/2025 10:24","2","POST Error: 1785-Slot X Drive Array Not Configured",
"5489","Caution","POST Message","09/12/2025 18:46","09/12/2025 18:46","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5488","Caution","POST Message","09/12/2025 18:46","09/12/2025 18:46","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5487","Caution","POST Message","09/09/2025 07:49","09/09/2025 07:41","2","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5486","Caution","POST Message","09/09/2025 07:49","09/09/2025 07:41","2","POST Error: 1785-Slot X Drive Array Not Configured",
"5485","Caution","POST Message","09/08/2025 09:17","09/08/2025 09:17","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5484","Caution","POST Message","09/08/2025 09:17","09/08/2025 09:17","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5483","Caution","POST Message","08/20/2025 11:04","08/20/2025 11:04","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5482","Caution","POST Message","08/20/2025 11:04","08/20/2025 11:04","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5481","Caution","POST Message","08/05/2025 10:53","08/05/2025 10:53","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5480","Caution","POST Message","08/05/2025 10:53","08/05/2025 10:53","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5479","Caution","POST Message","08/01/2025 10:25","08/01/2025 10:25","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5478","Caution","POST Message","08/01/2025 10:25","08/01/2025 10:25","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5477","Caution","POST Message","07/19/2025 17:54","07/19/2025 17:54","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5476","Caution","POST Message","07/19/2025 17:54","07/19/2025 17:54","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5475","Caution","POST Message","07/19/2025 16:23","07/19/2025 16:23","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5474","Caution","POST Message","07/19/2025 16:23","07/19/2025 16:23","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5473","Caution","POST Message","07/19/2025 15:05","07/19/2025 15:05","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5472","Caution","POST Message","07/19/2025 15:05","07/19/2025 15:05","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5471","Caution","POST Message","07/19/2025 13:04","07/19/2025 13:04","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5470","Caution","POST Message","07/19/2025 13:04","07/19/2025 13:04","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5469","Caution","POST Message","07/18/2025 12:39","07/18/2025 12:39","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5468","Caution","POST Message","07/18/2025 12:39","07/18/2025 12:39","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5467","Caution","POST Message","07/14/2025 10:30","07/14/2025 10:30","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5466","Caution","POST Message","07/14/2025 10:30","07/14/2025 10:30","1","POST Error: 1785-Slot X Drive Array Not Configured",
"5465","Caution","POST Message","06/11/2025 11:49","06/11/2025 11:17","3","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5464","Caution","POST Message","06/11/2025 11:49","06/11/2025 11:17","3","POST Error: 1785-Slot X Drive Array Not Configured",
"5463","Caution","POST Message","06/09/2025 15:15","06/09/2025 15:15","1","POST Error: 1705-Slot X Drive Array - Please replace Cache Module Super-Cap. Caching will be enabled once Super-Cap has been replaced and charged.",
"5462","Caution","POST Message","06/09/2025 15:15","06/09/2025 15:15","1","POST Error: 1785-Slot X Drive Array Not Configured",
